Flat_No,House_Name,House_No,Street,Locale,Town,Postcode,Parish,Consideration,Market_Value,Acquisition_Date,Registered_Date
Apartment 8,The Wharfside,,Station Place,,Peel,,German,202000,202000,22/05/2007,1/12/2007
,,7,Reayrt Ny Crink,Crosby,Marown,IM4 2EA,Marown,304950,304950,22/05/2007,4/4/2008
,,38,Stanley Road,,Peel,IM5 1NY,German,171000,171000,23/05/2007,15/10/2007
,Ridgmont,7,The Crofts,,Castletown,IM9 1LY,Malew,0.25,600000,23/05/2007,17/11/2007
,Amberley,,Main Road,Dalby,Patrick,IM5 3BR,Patrick,217500,217500,23/05/2007,5/12/2007
,Ridley Cottage,,Rhencullen,,Kirk Michael,IM6 2HA,Michael,120000,225000,23/05/2007,7/1/2008
,Clypse Reservoir House,,Clypse,,Onchan,IM4 5BG,Onchan,151985,151985,23/05/2007,28/07/2008
,Part Of,,Bishops Court Farm,,Michael,,Michael,15000,15000,23/05/2007,19/12/2007
,,40,Close Famman,,Port Erin,IM9 6BJ,Rushen,52000,200000,23/05/2007,1/7/2008
,Hillcrest,,Ballakilpheric Road,,Colby,IM9 4BR,Rushen,250000,250000,24/05/2007,29/10/2007
,,13,St. Marys Glebe,,Port St Mary,IM9 5PF,Rushen,100000,100000,24/05/2007,5/12/2007
15,Brewery Wharf,,Victoria Road,,Castletown,IM9 1EU,Malew,217500,217500,24/05/2007,20/05/2008
,,3,Milner Terrace,,Castletown,IM9 1AJ,Malew,22500,180000,24/05/2007,12/12/2007
,,4A,Johnny Watterson Court,,Douglas,IM2 5ND,Onchan,112500,112500,24/05/2007,29/02/2016
,8 Ballure Court,,Queens Drive West,,Ramsey,IM8 2JD,Maughold,137500,137500,25/05/2007,3/11/2007
,,45,Lezayre Park,,Ramsey,IM8 2PT,Lezayre,178000,178000,25/05/2007,11/11/2007
,Land,,Main Road,,Sulby,IM7 2HF,Lezayre,138000,138000,25/05/2007,19/10/2007
Apartment 126 And 127,St. Pauls Apartments,,St. Pauls Square,,Ramsey,IM8 1LE,Maughold,85000,85000,25/05/2007,11/11/2007
,,12,Cushag Drive,,Peel,IM5 1WW,German,200000,200000,25/05/2007,10/11/2007
,Homefield,17,Cannan Avenue,,Kirk Michael,IM6 1HF,Michael,195000,195000,25/05/2007,21/11/2007
,,88,Malew Street,,Castletown,IM9 1LS,Malew,123000,123000,25/05/2007,27/11/2007
Apartment 8,Snaefell House,,The Promenade,,Port Erin,IM9 6LE,Rushen,295000,295000,25/05/2007,29/11/2007
,,6,Reayrt Ny Crink,Crosby,Marown,IM4 2EA,Marown,387500,387500,25/05/2007,4/4/2008
,,19,Close Corlett,,Peel,IM5 1QH,German,275950,275950,25/05/2007,31/08/2007
,,17,Ballaradcliffe,Kiondroghad Road,Andreas,IM7 3EN,Andreas,170000,170000,25/05/2007,7/12/2007
,,21,Ballacubbon,Arbory Road,Ballabeg Arbory,IM9 4HR,Arbory,214000,214000,25/05/2007,6/12/2007
,,40,Ballahane Close,,Port Erin,IM9 6EQ,Rushen,165000,165000,25/05/2007,5/12/2007
,,1,Bollan Way,,Glen Vine,IM4 4FD,Marown,235000,235000,25/05/2007,5/12/2007
,,2,Albion Terrace,Lezayre Road,Ramsey,IM8 2LW,Lezayre,98000,98000,25/05/2007,12/12/2007
,,2B,Princess Towers,The Promenade,Port Erin,IM9 6LH,Rushen,235000,235000,25/05/2007,19/12/2007
Garage 17,Rear Of Princess Towers,,The Promenade,,Port Erin,IM9 6LH,Rushen,0,0,25/05/2007,19/12/2007
Flat 5 4Th Floor,Lyndley House,,North Shore Road,,Ramsey,IM8 3AN,Lezayre,60000,60000,25/05/2007,12/12/2007
,12 Balleigh Mews,,Balleigh Park,,Ramsey,IM8 3NW,Lezayre,170500,170500,25/05/2007,17/12/2007
,Easedale,,Four Roads,,Port Saint Mary,IM9 5LQ,Rushen,215000,215000,25/05/2007,17/12/2007
,,68,Ballagarey Road,,Glen Vine,IM4 4EQ,Marown,265000,265000,25/05/2007,17/12/2007
,,4,Christian Close,Ballastowell Gardens,Ramsey,IM8 2AU,Maughold,143900,143900,25/05/2007,7/1/2008
,Land At Kirkle Farm,,Ballakilpheric,,Rushen,IM9 4BW,Rushen,5000,30000,25/05/2007,5/3/2008
,Jenark,,Cronk Road,,Port St Mary,IM9 5AJ,Rushen,295000,295000,25/05/2007,21/04/2008
,,1,Willow Close,Ballawattleworth,Peel,IM5 1WL,German,164500,164500,25/05/2007,21/01/2008
,,1,Parr Street,,Douglas,IM1 1BJ,Onchan,160000,160000,25/05/2007,23/12/2014
,The Moorings,,Church Road,Port Lewaigue,Maughold,IM7 1AG,Maughold,525000,525000,29/05/2007,7/11/2007
Apartment 12,Quay House,,West Quay,,Ramsey,IM8 1DD,Maughold,157995,157995,29/05/2007,2/11/2007
,Northcroft,,Alexandra Road,,Castletown,IM9 1TE,Malew,525000,525000,29/05/2007,12/12/2007
,,46,Magherchirrym,Ponyfield Estate,Port Erin,IM9 6DB,Rushen,175000,175000,30/05/2007,28/11/2007
,Plot Of Land,,Knocksharry,,German,,German,5000,5000,30/05/2007,5/12/2007
,The Whallag,,Main Road,,Colby,IM9 4AD,Arbory,188000,188000,30/05/2007,19/12/2007
Apartment 5,,,Close Beg,Ballawattleworth,Peel,IM5 1XF,German,144950,144950,30/05/2007,13/11/2007
,Highbury House,3,Parliament Square,,Castletown,IM9 1LA,Malew,360000,360000,31/05/2007,16/01/2008
,,22,Magherdonnagh,,Port Erin,IM9 6BY,Rushen,0.25,0.25,31/05/2007,3/11/2007
,,19,Magherdonnagh,,Port Erin,IM9 6BY,Rushen,119500,119500,31/05/2007,3/11/2007
,,20,Abbots Way,,Ballasalla,IM9 3EQ,Malew,315995,,1/6/2007,16/07/2007
,,25,Abbots Way,,Ballasalla,IM9 3EQ,Malew,483000,,1/6/2007,14/07/2007
,Peveril Court,,Mooragh Promenade,,Ramsey,IM8 3AB,Lezayre,625,,1/6/2007,3/8/2007
,,9,Erin Crescent,,Port Erin,IM9 6FD,Rushen,233000,233000,1/6/2007,10/12/2007
,Plot Of Land,,Main Road,Ballabeg,Arbory,IM9 4LH,Arbory,98000,98000,1/6/2007,8/1/2008
,Blackberry Cottage,,Gordon,,Patrick,IM5 3AT,Patrick,229000,229000,1/6/2007,8/1/2008
,,12,Magherdonnag,,Port Erin,IM9 6BY,Rushen,0.25,0.25,1/6/2007,3/11/2007
,,6,Magherdonnag,,Port Erin,IM9 6BY,Rushen,119000,119000,1/6/2007,3/11/2007
,,12,Scarlett Road,,Castletown,IM9 1NU,Malew,200000,200000,4/6/2007,17/11/2007
,Field,,Ballajora,,Maughold,,Maughold,30000,,5/6/2007,27/07/2007
,,6,Milner Close,,Port Erin,IM9 6BG,Rushen,265000,265000,5/6/2007,4/3/2008
Flat 310,Queens Court,,Queens Promenade,,Ramsey,IM8 1LF,Maughold,84000,84000,6/6/2007,20/11/2007
,Plot Of Land Adjoining,3,Viking Close,,Ballakillowey,IM9 4BH,Rushen,3000,3000,6/6/2007,22/11/2007
,Parcel Of Land,,Adjacent To Cronk-Y-Thatcher,,Colby,,Arbory,970000,970000,6/6/2007,5/12/2007
Apartment 1,Clifton Court,,The Promenade,,Port St Mary,IM9 5DB,Rushen,240000,240000,6/6/2007,24/10/2007
,,17,Abbots Way,,Ballasalla,IM9 3EQ,Malew,386995,,7/6/2007,14/07/2007
,Sunny Bank,,Park Road,,Ramsey,IM8 3AR,Lezayre,500000,500000,7/6/2007,11/11/2007
,Land At Thie-Ny-Garee,,Ballaragh,,Lonan,,Lonan,10000,10000,7/6/2007,21/11/2007
,,1B,Little Meddow,,Andreas,IM7 4HY,Andreas,159000,159000,7/6/2007,22/11/2007
Apartment G6,Admirals Court,,Mooragh Promenade,,Ramsey,IM8 3AY,Lezayre,115000,115000,7/6/2007,7/12/2007
Apt 267,St. Pauls Apartments,,St. Pauls Square,,Ramsey,IM8 1LE,Maughold,100000,100000,7/6/2007,13/12/2007
Apartment 2,Harbour View Mariner'S Wharf,,East Quay,,Peel,IM5 1AR,German,259500,259500,7/6/2007,11/10/2008
Apartment 3,Harbour View Mariner'S Wharf,,East Quay,,Peel,IM5 1AR,German,260000,260000,7/6/2007,20/09/2008
,Mount Auldyn House,,Jurby Road,,Ramsey,IM8 3PF,Lezayre,635000,635000,7/6/2007,8/1/2008
,The Hollies,7,Fuschia Close,Ballagarey Road,Glen Vine,IM4 4DZ,Marown,328000,328000,11/6/2007,10/11/2007
,,16,Queen Margaret Road,Glen Vine,Marown,IM4 4ET,Marown,357000,357000,11/6/2007,11/11/2007
,Kingsmead,,Keeill Pharick Park,,Glen Vine,IM4 4EW,Marown,560000,,11/6/2007,17/08/2007
,,24,Ballellis,Ballawattleworth,Peel,IM5 1WZ,German,7000,160000,11/6/2007,28/11/2007
,Eastfield House,,Rowany Villas,,Port Erin,IM9 6LJ,Rushen,250000,250000,11/6/2007,8/1/2008
,,20,Larivane Meadows,,Andreas,IM7 4JD,Andreas,0,126500,12/6/2007,11/11/2007
,The Old Coach House,,Glen Helen,Ballavaish,German,IM4 3NP,German,285000,285000,12/6/2007,21/11/2007
,The Smithy Bungalow,,Station Road,,Ballasalla,IM9 2DD,Malew,200000,200000,12/6/2007,21/11/2007
,Garage No. 1,,Kelly Close,Ballastowell Gardens,Ramsey,IM8 2AR,Maughold,10000,10000,12/6/2007,7/1/2008
,Ballachrink,,Breeze Hill,,Laxey,IM4 7DL,Lonan,260000,260000,12/6/2007,14/07/2008
,Land At Cooil Smithy,,Cooil Road,,Braddan,IM2,Braddan,1050695,866195,12/6/2007,13/05/2014
,,20,Fairway Close,,Port Erin,IM9 6LS,Rushen,255000,255000,13/06/2007,11/1/2008
,Cairbrie,,Bayview Road,,Port St Mary,IM9 5AW,Rushen,200000,200000,14/06/2007,11/11/2007
,Leviticus,38,Slieau Curn Park,,Kirk Michael,IM6 1EJ,Michael,165000,165000,14/06/2007,22/11/2007
,,3,Christian Avenue,,Kirk Michael,IM6 1EQ,Michael,265000,265000,14/06/2007,18/12/2007
,Ardane,,Ballakillowey Road,Near Port Erin,Rushen,IM9 4BD,Rushen,515000,515000,14/06/2007,2/12/2008
,Claddagh Mill House,,Sulby Bridge,,Sulby,IM7 2EZ,Lezayre,285000,285000,14/06/2007,17/04/2008
,,1 and 2,The Dhoor Cottages,The Dhoor,Lezayre,IM7 4EB,Lezayre,135000,135000,14/06/2007,7/1/2008
,,4,Cushag Drive,Ballawattleworth Estate,Peel,IM5 1WN,German,193000,193000,14/06/2007,1/7/2008
,,4,Cushag Drive,Ballawattleworth Estate,Peel,IM5 1WN,German,1,215000,14/06/2007,13/11/2013
,The Card Field,,Lezayre Road,,Lezayre,IM7 2AJ,Lezayre,10000,10000,15/06/2007,11/11/2007
,Cherry Tree House,1,Jurby Road,Cronk Ruagh,Lezayre,IM7 2ED,Lezayre,1750000,1750000,15/06/2007,22/11/2007
,Estate Road,,Part Of The Development Of Cronk Ruagh,Jurby Road,Lezayre,,Lezayre,0.25,1000,15/06/2007,22/11/2007
,Ballacallin Cottage,,Croit-E-Caley,,Colby,IM9 4AR,Rushen,310000,310000,15/06/2007,5/12/2007
,Leithgate,,Highfield Drive,,Baldrine,IM4 6EE,Lonan,375000,375000,15/06/2007,28/11/2007
,Brundal House,,Glen Roy,,Lonan,IM4 7QD,Lonan,775000,775000,15/06/2007,29/11/2007
,,39,Erin Way,Ballahane Meadows,Port Erin,IM9 6EF,Rushen,249500,249500,15/06/2007,5/12/2007
,,34,Barrule Park,,Ramsey,IM8 2BT,Maughold,332000,332000,15/06/2007,5/12/2007
,Mill House,,Glen Wyllin,,Kirk Michael,IM6 1AW,Michael,280000,280000,15/06/2007,12/12/2007
,,36A,Market Street,,Peel,IM5 1AE,German,130000,130000,15/06/2007,10/1/2008
,Yard To The Rear Of 36A And 38,,Market Street,,Peel,IM5 1AE,German,0,0,15/06/2007,10/1/2008
,Ballabeg Stores,,Main Road,Ballabeg,Arbory,IM9 4HB,Arbory,65000,65000,15/06/2007,7/1/2008
,,4,Premier Road,,Ramsey,IM8 3AS,Lezayre,210000,210000,15/06/2007,8/1/2008
,,26,Cliey Rhennee,,Kirk Michael,IM6 1HT,Michael,215000,215000,15/06/2007,14/01/2008
,,3,Magher Drine,Ballawattleworth,Peel,,German,151000,151000,15/06/2007,10/1/2008
,Old Serenity,,Dreemskerry Road,Ballajora,Ramsey,IM7 1BL,Maughold,410000,410000,15/06/2007,18/02/2008
,,15,Abbots Way,,Ballasalla,IM9 3EQ,Malew,384995,384995,15/06/2007,17/12/2007
,,10,Ballakeyll,Colby,Rushen,IM9 4AY,Rushen,330000,330000,15/06/2007,7/2/2008
,,22,Elm Drive,,Peel,IM5 1WA,German,0.25,150000,15/06/2007,16/07/2008
,,13,Patrick Street,,Peel,IM5 1BP,German,282500,282500,18/06/2007,10/11/2007
,Roselea,,Sulby Glen,Old Sulby,Lezayre,IM7 2BB,Lezayre,0.25,178500,18/06/2007,11/11/2007
,,18/18A,Patrick Street,,Peel,IM5 1BR,German,160000,160000,18/06/2007,11/11/2007
,Reuben Place,,Ballajora,,Maughold,IM7 1AZ,Maughold,1545000,1545000,18/06/2007,14/11/2007
,,9,Reayrt Ny Crink,Crosby,Marown,IM4 2EA,Marown,309950,309950,18/06/2007,29/03/2008
Flat 7,Bradda Court,,Bradda Road,,Port Erin,IM9 6PQ,Rushen,0.25,160000,19/06/2007,16/11/2007
,Lorne House,,Douglas Street,,Castletown,IM9 1AZ,Malew,2750000,2750000,19/06/2007,24/06/2009
,Cliff Cottage,,Back Shore Road,,Laxey,IM4 7DH,Lonan,30000,140000,20/06/2007,17/11/2007
,,6,Charles Street,,Peel,IM5 1AF,German,143000,143000,20/06/2007,22/11/2007
,Cummal Beg,,Crossag Road,,Ballasalla,IM9 3EE,Malew,430000,430000,20/06/2007,28/11/2007
,Ben Varrey,,Athol Place,,Port St Mary,IM9 5DT,Rushen,450000,450000,20/06/2007,27/11/2007
,Rose Cottage,,Bay View Road,,Port St  Mary,IM9 5AE,Rushen,170000,170000,20/06/2007,1/12/2007
,,13,Church Street,,Peel,IM5 1HN,German,184000,184000,20/06/2007,8/1/2008
,,88,Ballagarey Road,,Glen Vine,IM4 4EU,Marown,339950,339950,21/06/2007,14/11/2007
,,54,Parliament Street,,Ramsey,IM8 1AN,Maughold,110000,220000,21/06/2007,16/11/2007
,Rose Cottage,,Gordon,,Patrick,IM5 3AT,Patrick,166000,166000,21/06/2007,21/11/2007
,,3,Lezayre Park,,Ramsey,IM8 3PS,Lezayre,245500,245500,21/06/2007,28/11/2007
,The Croit,,Solomon'S Corner,,Ballamodha,,Malew,165000,165000,21/06/2007,29/11/2007
,Reayrt Mooar,,The Crescent,,Ramsey,IM8 2JN,Maughold,262500,262500,21/06/2007,5/12/2007
,,7,Queens Drive,,Peel,IM5 1BH,German,269500,269500,21/06/2007,8/1/2008
,Tigeen,11,Hill Park,Ballakillowey,Colby,IM9 4BF,Rushen,440000,440000,21/06/2007,16/01/2008
,The Old Barn,,The Hatters Lane,,Port Saint Mary,IM9 5LE,Rushen,300000,300000,21/06/2007,16/01/2008
,Waters' Edge Cottage,,Abbeylands,,Onchan,IM4 5ED,Onchan,294000,294000,21/06/2007,12/3/2008
,Land At,,Narrowdale,,Lezayre,,Lezayre,85000,85000,22/06/2007,6/12/2007
,,8,Reayrt Ny Crink,Crosby,Marown,IM4 2EA,Marown,303950,303950,22/06/2007,29/03/2008
,Gladstone Park Estate,,Gladstone Road,,Ramsey,IM8 2LA,Lezayre,1600000,1600000,22/06/2007,17/12/2007
,,19,Magher Drine,Ballawattleworth,Peel,,German,143000,143000,22/06/2007,19/12/2007
2 The Barn,Brockfield Farm,,Bayrauyr Road,Ballamodha,Ballasalla,IM9 3AT,Malew,90000,90000,22/06/2007,22/08/2008
,,13,Cliey Rhennee,,Kirk Michael,IM6 1HT,Michael,310500,310500,22/06/2007,11/1/2008
,,2,Maple Avenue,Ballawattleworth,Peel,IM5 1WP,German,269000,269000,22/06/2007,21/01/2008
,Elm Cottage,,Main Road,,Ballasalla,IM9 2DA,Malew,170000,170000,22/06/2007,14/01/2008
Apartment 15,Riverside Apartments,,Leigh Terrace,,Douglas,IM1 5AN,Braddan,210000,210000,22/06/2007,7/3/2008
,,9,Thomas Keig Road,Reayrt Y Sheear,Douglas,IM2 6PL,Onchan,134000,134000,22/06/2007,11/10/2008
,1 The Barn,,Brockfield Farm,Ballamodha,Ballasalla,IM9 3AT,Malew,0.25,90000,22/06/2007,7/11/2008
Flat 1,Thurwood Place,,West Quay,,Ramsey,IM8 1DJ,Maughold,202500,202500,25/06/2007,17/01/2008
,The Manse,,Orry Lane,,Peel,IM5 1NN,German,205000,205000,25/06/2007,6/3/2008
Flat 13,Rectory Court,,Church Walk,St Pauls Square,Ramsey,IM8 1LB,Maughold,54000,54000,26/06/2007,12/11/2007
,Harbour View Shop Mariner'S Wharf,,East Quay,,Peel,IM5 1AR,German,50000,50000,26/06/2007,20/09/2008
,,5,Ballahane Close,,Port Erin,IM9 6EG,Rushen,200000,200000,26/06/2007,12/2/2008
Apartment 5,Viking Longhouse Mariner'S Wharf,,East Quay,,Peel,IM5 1AR,German,309750,309750,26/06/2007,20/09/2008
4,St Georges Apartments,,St Georges Crescent,,Port Erin,IM9 6HR,Rushen,289950,289950,27/06/2007,21/11/2007
,Sea Spray,6,Mona Terrace,,Castletown,IM9 1BH,Malew,290000,290000,27/06/2007,22/11/2007
,Silverspring,,Douglas Street,,Castletown,IM9 1BD,Malew,295750,295750,27/06/2007,5/12/2007
Apartment 2,St Georges Apartments,,St Georges Crescent,,Port Erin,IM9 6HR,Rushen,275000,275000,27/06/2007,16/01/2008
Plot Of Land,Adjacent To The Vicarage,,Churchtown,,Lezayre,,Lezayre,170000,170000,28/06/2007,14/11/2007
,Ballig Farm House,,Glen Helen Road,,St Johns,IM4 3NG,German,225000,225000,28/06/2007,1/10/2008
,,18,Stanley Mount,,Peel,IM5 1NE,German,207500,207500,28/06/2007,21/01/2008
,,1,Greeba Avenue,,Glen Vine,IM4 4ED,Marown,262000,262000,29/06/2007,21/11/2007
,,4,Waverley Terrace,,Ramsey,IM8 1EA,Maughold,150000,150000,29/06/2007,28/11/2007
,Plot Of Land Adjoining Slieu Keirn,,Ballavagher Road,,St Johns,IM4 3JD,Patrick,1000,1000,29/06/2007,27/11/2007
Apartment 5,Isle Of Alanis,,Mooragh Promenade,,Ramsey,IM8 3AJ,Lezayre,85000,85000,29/06/2007,26/11/2007
,,10,Close Corlett,,Peel,IM5 1QH,German,268950,268950,29/06/2007,29/08/2007
,,16,Thornhill Close,,Port Erin,IM9 6NG,Rushen,245000,245000,29/06/2007,1/12/2007
,Cairbre,,Main Road,,Colby,IM9 4LW,Arbory,239000,239000,29/06/2007,5/12/2007
,,6,Mona Street,,Peel,IM5 1HJ,German,155000,155000,29/06/2007,5/12/2007
,,47,New Road,,Laxey,IM4 7BQ,Lonan,180000,180000,29/06/2007,28/09/2007
,,3,Cushag Drive,,Peel,IM5 1WX,German,195500,195500,29/06/2007,3/10/2007
,,52,Malew Street,,Castletown,IM9 1AF,Malew,87500,250000,29/06/2007,12/12/2007
,Plot Of Land,,Peveril Road,,Peel,IM5 1PQ,German,126500,126500,29/06/2007,7/1/2008
,,9,Castle Street,,Peel,IM5 1AN,German,164950,164950,29/06/2007,7/1/2008
,Willow Cottage,,Ballamodha Straight,Ballamodha,Malew,IM9 3AY,Malew,183000,183000,29/06/2007,8/1/2008
Flat 5,Laureston,,Mooragh Promenade,,Ramsey,IM8 3BA,Lezayre,125000,125000,29/06/2007,11/1/2008
,,41,Stanley Terrace,Christian Street,Peel,IM5 1NP,German,90000,90000,29/06/2007,7/11/2007
,,7,Sprucewood View,,Foxdale,IM4 3HA,Patrick,90000,170000,29/06/2007,22/01/2008
,,3,Sprucewood View,,Foxdale,IM4 3HA,Patrick,56000,159950,29/06/2007,16/01/2008
,Seacliffe,,Clay Head Road,,Baldrine,IM4 6DL,Lonan,385000,385000,29/06/2007,23/01/2008
,Land At,,Ballacannell,,Lonan,,Lonan,1014500,1014500,29/06/2007,21/05/2008
,Lower Ballachrink,,Ballaragh Road,,Lonan,IM4 7PH,Lonan,575000,575000,29/06/2007,11/2/2008
,,7,Thomas Keig Road,Reayrt Y Sheear,Douglas,IM2 6PL,Onchan,128000,128000,29/06/2007,11/10/2008
,Tyn Rhoss,,Croit-E-Caley,,Colby,IM9 4AR,Rushen,367500,367500,29/06/2007,4/3/2008
,,72,Bucks Road,,Douglas,IM1 3AF,Onchan,295000,295000,30/06/2007,30/10/2008
,Electrical Substation Plot,,Glen Maye Park Estate,,Glen Maye,IM5 3AX,Patrick,5,1000,1/7/2007,19/12/2007
,Baldrine Manor,,Ballagawne Road,Baldrine,Lonan,IM4 6EP,Lonan,1950000,1950000,2/7/2007,13/11/2007
,,1,The Paddocks,Ballasalla,Malew,,Malew,240000,240000,2/7/2007,5/12/2007
,,6,Abbotswood Court,Crossack Road,Ballasalla,IM9 3DZ,Malew,120000,120000,2/7/2007,1/12/2007
,Moaney Mollagh,,Douglas Road,,Kirk Michael,IM6 1AT,Michael,427500,427500,2/7/2007,12/12/2007
,Crichton House,39,Malew Street,,Castletown,IM9 1AD,Malew,230000,230000,2/7/2007,14/01/2008
,Orry Buildings,9,Michael Street,,Peel,IM5 1HA,German,185000,185000,2/7/2007,17/01/2008
,Plot Of Land (Field 134277),,Gardeners Lane,Ramsey,Lezayre,,Lezayre,1137500,1137500,2/7/2007,28/09/2007
,Ballanard Woods Estate,,Ballanard Road,,Douglas,IM1 5PQ,Onchan,2365000,2365000,2/7/2007,8/6/2011
,Whitestrand Farm,,Lhergy Dhoo,,Peel,IM5 2AE,German,575000,575000,3/7/2007,22/01/2008
,She Dty Vea,7,Mountain View,,Peel,IM5 1QD,German,220000,220000,3/7/2007,20/02/2008
,Tramman,,Beaumont Road,,Ramsey,IM8 2HW,Maughold,245000,245000,4/7/2007,21/11/2007
,,91,Hawthorne Grove,Silverburn,Ballasalla,IM9 2EB,Malew,245000,245000,4/7/2007,21/11/2007
,Gull Cottage,,Clifton Road,,Port St. Mary,IM9 5EL,Rushen,1060000,1060000,4/7/2007,7/1/2008
,,5,Faaie Craine,,Ballaugh,IM7 5AD,Ballaugh,275000,275000,4/7/2007,8/1/2008
,The Nook,,Croit E Caley,,Colby,IM9 4AP,Rushen,280000,280000,4/7/2007,11/1/2008
,The Old Post Office,,Old Laxey Hill,,Laxey,IM4 7DA,Lonan,224000,224000,4/7/2007,23/01/2008
,,15,Ballacubbon Close,Ballabeg,Arbory,IM9 4HR,Arbory,265000,265000,4/7/2007,31/01/2008
,,3,Murrays Lake Drive,Mount Murray,Santon,IM4 2GZ,Santon,189000,189000,4/7/2007,10/10/2008
,,27,Greenlands Avenue,,Ramsey,IM8 2PN,Lezayre,70000,160000,5/7/2007,24/01/2008
,,31,Ballellis,Ballawattleworth,Peel,IM5 1WZ,German,220000,220000,6/7/2007,12/11/2007
,,4,Gainsborough Crescent,,Ramsey,IM8 3NH,Lezayre,322500,322500,6/7/2007,21/11/2007
Apartment 1,Kensington Apartments,,Victoria Road,,Port St Mary,IM9 5AF,Rushen,110000,110000,6/7/2007,23/11/2007
,,42,Broogh Wyllin,Shore Road,Kirk Michael,,Michael,195000,195000,6/7/2007,28/11/2007
,,19,Ballalough,,Andreas,IM7 4HT,Andreas,232500,232500,6/7/2007,7/12/2007
,,8,Greenlands Park,,Ramsey,IM8 2PG,Lezayre,250000,250000,6/7/2007,10/12/2007
Apt 1,Queens Pier Apartments,,Queens Drive East,,Ramsey,IM8 1EU,Maughold,114000,114000,6/7/2007,5/7/2008
,,24,Keeil Pharick Park,Glen Vine,Marown,IM4 4EW,Marown,545000,545000,6/7/2007,12/12/2007
,,59,Murrays Lake Drive,,Santon,IM4 2JA,Santon,192000,192000,6/7/2007,10/1/2008
,,20,Grove Mount West,,Ramsey,IM8 3PE,Lezayre,264000,264000,6/7/2007,12/12/2007
,,32,Laurys Avenue,,Ramsey,IM8 2HE,Maughold,201155,201155,6/7/2007,7/1/2008
,Orchard Cottage,,Main Road,,Lower Foxdale,IM4 3BD,Patrick,180000,180000,6/7/2007,8/1/2008
,,27,Queens Valley,,Ramsey,,Maughold,430000,430000,6/7/2007,24/09/2007
,Lancashire House,30,Mines Road,,Laxey,IM4 7NH,Lonan,194500,194500,6/7/2007,10/1/2008
Apt 15,Queens Pier Apartments,,Stanley Mount East,,Ramsey,IM8 1EU,Maughold,117000,117000,6/7/2007,16/06/2008
Apt 23,Queens Pier Apartments,,Stanley Mount East,,Ramsey,IM8 1EW,Maughold,120000,120000,6/7/2007,16/06/2008
,3 Harbourside Cottages,,Tent Road,,Laxey,IM4 7DB,Lonan,270000,270000,6/7/2007,30/01/2008
,,15,Greenlands Avenue,,Ramsey,IM8 2PN,Lezayre,175000,175000,6/7/2007,23/01/2008
Apt 3,Queens Pier Apartments,,Queens Drive East,,Ramsey,IM8 1EU,Maughold,114000,114000,6/7/2007,24/06/2008
,Creggan'S Lands,,Patrick Road,,Patrick,,Patrick,0,22000,6/7/2007,4/5/2010
,Ballamoar,,,,Patrick,IM5 3AW,Patrick,0,825000,6/7/2007,11/5/2010
,Knockaloe Beg,,Patrick,,Im5 3Aq,,Patrick,0,520000,6/7/2007,17/05/2010
,,,Ballacallin,,Patrick,,Patrick,0,512500,6/7/2007,27/05/2010
,,21,Ballastrooan,Colby,Arbory,IM9 4NR,Arbory,275000,275000,9/7/2007,10/10/2007
,,23,Thornhill Close,,Port Erin,IM9 6NG,Rushen,242000,242000,9/7/2007,17/01/2008
Apt 32,Queens Pier Apartments,,Stanley Mount East,,Ramsey,IM8 1EW,Maughold,117000,117000,9/7/2007,16/06/2008
,,,Sunset Cottage,,Andreas,IM7 4HE,Andreas,0,600000,9/7/2007,16/05/2014
,,7,Marsden Terrace,,Ramsey,IM8 3DS,Lezayre,175000,175000,10/7/2007,17/11/2007
,,12,Snaefell View,,Jurby,IM7 3BF,Jurby,10000,155000,10/7/2007,7/1/2008
Apt 18,Queens Pier Apartments,,Queens Drive East,,Ramsey,IM8 1EU,Maughold,185000,185000,10/7/2007,15/06/2008
Apt 30,Queens Pier Apartments,,Stanley Mount East,,Ramsey,IM8 1EW,Maughold,219950,219950,10/7/2007,15/06/2008
,,3,Perwick Road,Perwick Bay,Port St Mary,IM9 5PA,Rushen,1000000,1000000,10/7/2007,16/01/2008
,,23,Gladstone Avenue,,Ramsey,IM8 2LE,Lezayre,172000,172000,11/7/2007,6/12/2007
,,32,Ballahane Close,,Port Erin,IM9 6EQ,Rushen,173000,173000,11/7/2007,5/12/2007
,16 Brewery Wharf,,Victoria Road,,Castletown,IM9 1EN,Malew,239000,239000,11/7/2007,24/06/2008
Shared Area In Relation To,,16,Brewery Wharf,Victoria Road,Castletown,IM9 1EU,Malew,0,0,11/7/2007,6/2/2018
,,12,St Marys Glebe,,Port St Mary,IM9 5PF,Rushen,360000,360000,12/7/2007,29/11/2007
,Land,,At Clenagh Road,,Lezayre,,Lezayre,16000,16000,12/7/2007,28/11/2007
,,10,Milner Terrace,,Castletown,IM9 1AJ,Malew,180000,180000,12/7/2007,5/12/2007
Apt 5,Queens Pier Apartments,,Queens Drive East,,Ramsey,IM8 1EU,Maughold,117000,117000,12/7/2007,23/06/2008
,Hamilton House,,Main Road,,Lower Foxdale,IM4 3BB,Patrick,350000,350000,12/7/2007,29/01/2008
Apartment 3,Kensington Apartments,4,Victoria Road,,Port St Mary,IM9 5AF,Rushen,130000,130000,12/7/2007,25/06/2008
,,1,Joseph Hall Avenue,Reayrt Y Sheear,Douglas,IM2 6PN,Onchan,142500,142500,13/07/2007,20/08/2008
